acc_acrossUser,alpha,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,comm_1,comm_2,comm_3,comm_4,comm_5,comm_6,difficult_1,difficult_2,difficult_3,difficult_4,difficult_5,difficult_6,ground_1,ground_2,ground_3,ground_4,ground_5,ground_6,id,multiple_user,voteHard_1,voteHard_2,voteHard_3,voteHard_4,voteHard_5,voteHard_6
"[16, 22, 30]",0.592592593,0,1,0,0,0,0,The build looks like Halloweenie but I can't see if he has the bald patch over his forehead.,"This looks like his build, and there seems to be the same amount of silver on this one's lower back.",I don't see any gorillas at all in this video.,"This gorilla has a very different rear end from Halloweenie. It don't have the silver patch on the lower back, either.",This gorilla looks much older than Halloweenie.,"The gorillas are visible only briefly and from a distance. One COULD be Halloweenie, but I can't see well enough to say either way.",92,87,1,1,1,100,Yes,Yes,No,No,No,No,CCPL0001mb,1,2,1,2,1,2,2
"[15, 19, 24]",0.057142857,1,1,0,1,1,1,The video is clear,it cross the tree,"can not find Youle, because the video is not clear",It close to the camera,there are many youle is in this video,somewhat difficult to find.,16,7,69,1,34,32,Yes,No,No,No,Yes,No,CCPL0001mc,1,0,1,2,0,0,1
"[15, 19, 24]",0.592592593,1,0,0,0,0,0,easy,easy,difficult,easy,easy,easy,29,1,100,1,1,1,Yes,No,No,No,Yes,No,CCPL0001mc,1,0,1,2,0,0,1
"[15, 19, 24]",0.592592593,1,0,0,0,0,0,I don't see a baby but body looks right.,There are many to distinguish.,The camera is fogged up and there is foliage in the way.,These seem like males when Youle is a female.,This chimpanzee has a different walk.,This chimpanzee is older and much less active.,86,84,100,34,27,21,Yes,No,No,No,Yes,No,CCPL0001mc,1,0,1,2,0,0,1
"[15, 19, 24]",1,1,0,0,0,1,0,Because her child is with her.,"Because there's much chimpanzees, which makes it hard to decide.",The picture is not very clear to confirmed it.,All the chimpanzees here seems to be very active.,He can be seen with her child,There is no movement by the chimpanzee.,23,78,83,50,13,89,Yes,No,No,No,Yes,No,CCPL0001mc,1,0,1,2,0,0,1
"[15, 16, 30]",0.3125,1,1,1,1,0,1,VIDEO IS CLEAR SO EASY TO FIND,FACE IS CLEAR SO EASY TO FIND,FULL VIEW SO EASY FIND,FACE IS VERY CLEAR SO EASY TO FIND,FACE IS CLEAR SO EASY TO FIND,FRONT VIEW IS CLEAR SO EASY TO FIND,11,8,17,23,5,18,No,No,Yes,Yes,No,Yes,CCPL0001oh,1,0,0,0,1,1,2
"[15, 16, 30]",0.685714286,0,0,1,1,0,0,He moved too quick to be archies,He is too far away,He is blocked by the trees,He looks like he has the same hump in his back as archie,Video is hard to see,He is blocked by trees,34,57,46,31,62,59,No,No,Yes,Yes,No,Yes,CCPL0001oh,1,0,0,0,1,1,2
"[15, 16, 30]",-0.222222222,1,1,1,1,1,1,Video was clear,,Easy to found,Video was clear,Video was clear,Easy to found,1,1,1,1,1,1,No,No,Yes,Yes,No,Yes,CCPL0001oh,1,0,0,0,1,1,2
"[15, 16, 30]",-0.571428571,1,1,1,0,1,0,EASY,EASY,THIS VIDEO IS VERY SIMPLE,THIS VIDEO IS NORMAL,I FEEL THE VIDEO MAKE CONCLUSION IS EASY,ITS IS COMMEN,39,50,31,59,28,58,No,No,Yes,Yes,No,Yes,CCPL0001oh,1,0,0,0,1,1,2
"[15, 16, 30]",0.3125,0,0,1,0,0,0,The bottom looks different from Archie,This chimp has whiter face than Archie,I feel it's difficult because he looks pretty similar but I can only see the front,I'm not sure. It looks very similar to Video 3 but there are 2 other chimps in this video and I'm not sure how social Archie is,"This chimp has a whiter bottom, and maybe whiter face, than Archie",I feel this looks quite similar to Archie but the other chimp nearby makes me unsure,69,28,80,70,29,76,No,No,Yes,Yes,No,Yes,CCPL0001oh,1,0,0,0,1,1,2
"[2, 2, 6]",-0.375,1,1,1,1,1,1,Easy,easy,easy,easy,easy,easy,78,20,29,19,18,25,No,Yes,Yes,No,No,No,CCPL00001p,0,0,0,0,0,0,0
"[8, 9, 18]",-0.222222222,1,1,1,1,1,1,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,Yes,Yes,Yes,No,No,No,CCPL00002e,1,0,0,1,0,0,1
"[8, 9, 18]",-0.375,1,1,0,1,1,1,show the video,view the video,this is not anne,difficults,yes,yes,11,16,95,95,9,29,Yes,Yes,Yes,No,No,No,CCPL00002e,1,0,0,1,0,0,1
"[8, 9, 18]",0.3125,1,1,1,1,1,0,I feel easy because it is clear video.,I feel easy because it is sitting.,I feel little difficult because Anne runs faster.,I feel easy because Anne is playing.,I feel little difficult because it is standing in one place.,I feel difficult because it runs faster in this video.,2,38,51,20,60,68,Yes,Yes,Yes,No,No,No,CCPL00002e,1,0,0,1,0,0,1
"[10, 12, 18]",0.3125,1,1,1,0,1,1,Its Difficult because they looks similar,Its difficult to find because they looks similar,Its difficult to find because they looks similar,Its difficult to find because they looks similar,Its difficult to find because they looks similar,Its difficult to find because they looks similar,73,72,72,77,76,73,Yes,Yes,No,No,No,Yes,CCPL00002f,1,0,0,0,1,1,0
"[10, 12, 18]",-0.222222222,1,1,1,1,1,1,I FEEL NICE,I FEEL NICE,I FEEL NICE,I FEEL NICE,I FEEL NICE,I FEEL NICE,21,50,26,19,23,21,Yes,Yes,No,No,No,Yes,CCPL00002f,1,0,0,0,1,1,0
"[10, 12, 18]",0.685714286,1,1,0,0,0,0,Easy to find,I feel very easy,Very difficult,Easy to find,I feel very difficult to find,Easy to find because i seen example video then i choosed,28,50,63,32,72,22,Yes,Yes,No,No,No,Yes,CCPL00002f,1,0,0,0,1,1,0
"[6, 7, 12]",-0.222222222,0,0,1,1,1,0,difficult to find it's face not shown,its structure like teddy,blurry to find,it is on the broken tree,it is near the tree,it shows the back side,69,15,72,12,8,10,No,Yes,Yes,No,No,Yes,CCPL00002g,1,0,0,1,0,1,0
"[6, 7, 12]",0.685714286,0,1,0,0,0,1,i feel difficult,i feel easy,i feel difficult,i feel difficult,i feel difficult,i feels easy,75,22,70,78,84,22,No,Yes,Yes,No,No,Yes,CCPL00002g,1,0,0,1,0,1,0
"[7, 7, 18]",-0.375,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,71,50,64,66,69,81,No,Yes,No,Yes,No,No,CCPL000037,1,0,0,0,0,0,0
"[7, 7, 18]",0.057142857,1,1,1,0,0,0,I FEEL EASY BECAUSE I SAW THE EDDY,I FEEL EASY BECAUSE I SAW THE EDDY,I FEEL EASY BECAUSE I SAW THE EDDY,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE EDDY,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE EDDY,I FEEL DIFFICULT BECAUSE I AM NOT SAW THE EDDY,22,28,28,79,89,78,No,Yes,No,Yes,No,No,CCPL000037,1,0,0,0,0,0,0
"[7, 7, 18]",-0.375,0,0,1,0,1,0,FOR SOME PEOPLE A FEAR OF THE WOODS IS BASED ON A FEAR THE UNKNOWN,THIS IS THE VERY DIFFICULT,REDUCES ANGER FEAR AND STREES AND INCREASES PLEASANT FEELINGS,YOU CAN SEE MANY ANIMALS IN THIS FOREST,LARGEST AND MOST COMPELEXTERRESTIRAL BICOME,UNUSUAL SIGHTS SOUNDS SMELLS AND TEXTURES MAY MAKE PEOPLE FEEL WARY OF BALANCE,78,79,75,70,76,50,No,Yes,No,Yes,No,No,CCPL000037,1,0,0,0,0,0,0
"[11, 12, 18]",1,1,0,0,1,0,1,i feel easy,i feel difficult,somewhat face is not clear,i feel easy to find,i feel difficult,i feel easy,26,68,67,37,64,32,Yes,No,No,Yes,No,Yes,CCPL000038,1,0,0,1,0,0,0
"[11, 12, 18]",0.057142857,1,0,1,0,1,1,because camera capture the ada,it was not a ada,it was ada,camera not capture a ada,easy,easy,19,20,33,60,23,18,Yes,No,No,Yes,No,Yes,CCPL000038,1,0,0,1,0,0,0
"[11, 12, 18]",-0.222222222,1,1,1,1,1,1,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,Yes,No,No,Yes,No,Yes,CCPL000038,1,0,0,1,0,0,0
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,Yes,No,No,Yes,No,Yes,CCPL00003c,1,0,0,0,0,0,1
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,I feel easy,I feel easy,I feel easy,I feel easy,I feel easy,I feel easy,50,7,10,10,10,13,Yes,No,No,Yes,No,Yes,CCPL00003c,1,0,0,0,0,0,1
"[9, 9, 18]",0.057142857,1,0,0,0,1,0,yes,good,yes,good,yes,good,65,60,79,78,65,74,Yes,No,No,Yes,No,Yes,CCPL00003c,1,0,0,0,0,0,1
"[8, 9, 18]",-0.375,0,1,1,1,1,1,easy,easy,easy,easy,easy,easy,1,1,1,1,1,1,Yes,Yes,No,No,No,Yes,CCPL00003e,1,0,0,0,0,1,0
"[8, 9, 18]",0.3125,1,1,1,1,0,1,easy,easy,easy,easy,difficult,easy,79,82,97,13,100,5,Yes,Yes,No,No,No,Yes,CCPL00003e,1,0,0,0,0,1,0
"[8, 9, 18]",0.057142857,0,1,1,0,1,1,i fee is difficulty because is not clearly the image,i feel is easy because it was very clearly the image,yes i feel the clear the image,i  feel easy in video because it was not clear,i feel is difficult  and very clear the video,it difficult to the video and very clear to the video,78,69,82,77,61,89,Yes,Yes,No,No,No,Yes,CCPL00003e,1,0,0,0,0,1,0
"[9, 9, 18]",-0.1,0,0,0,0,0,0,difficult,difficult,difficult,difficult,difficult,difficult,95,85,91,73,84,87,No,No,Yes,Yes,No,No,CCPL00003h,1,0,0,0,0,0,0
"[9, 9, 18]",0.057142857,1,1,1,1,1,0,i feel nice,i feel nice,i feel nice,i feel nice,i feel nice,i feel diffarent,64,67,30,64,72,39,No,No,Yes,Yes,No,No,CCPL00003h,1,0,0,0,0,0,0
"[9, 9, 18]",-0.375,1,1,1,1,1,1,Very Easy to Find,Very Easy to Find,Very Easy to Find,Very Easy to Find,Very Easy to Find,Very Easy to Find,4,7,2,3,5,4,No,No,Yes,Yes,No,No,CCPL00003h,1,0,0,0,0,0,0
"[5, 5, 18]",-0.375,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,69,63,68,70,64,69,No,No,No,Yes,No,Yes,CCPL00003i,1,0,0,0,0,0,0
"[5, 5, 18]",-0.375,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,70,66,67,69,67,62,No,No,No,Yes,No,Yes,CCPL00003i,1,0,0,0,0,0,0
"[5, 5, 18]",-0.571428571,1,1,1,0,0,0,i feel easy beacause  i see the honey,i feel easy beacause  i see the honey,i feel easy beacause  i see the honey,i feel difficult because i can't see the honey,i feel difficult because i can't see the honey,i feel difficult because i can't see the honey,33,40,36,64,60,50,No,No,No,Yes,No,Yes,CCPL00003i,1,0,0,0,0,0,0
"[6, 6, 12]",0.388888889,1,1,1,0,0,0,i feel easy because i see the rocco,i feel easy because i see the rocco,i feel easy because i see the rocco,i feel difficult i can't see the rocco,i feel difficult i can't see the rocco,i feel difficult i can't see the rocco,38,28,38,64,61,50,Yes,Yes,No,Yes,No,No,CCPL00007s,1,0,1,0,0,0,0
"[6, 6, 12]",-0.375,1,0,1,1,1,1,EASY,DIFFICULT,YES IT IS MOVING,IT IS AN DEMO,EASY,EASY,9,64,12,61,28,28,Yes,Yes,No,Yes,No,No,CCPL00007s,1,0,1,0,0,0,0
"[10, 10, 18]",0.3125,0,1,1,1,1,1,Very easy to find answer,Little bit easy to find,I feel very easy to find.,Easy,very easy to find,I feel very easy,22,47,8,43,14,12,No,No,Yes,No,Yes,Yes,CCPL000081,1,0,0,0,0,0,0
"[10, 10, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,80,68,67,76,76,70,No,No,Yes,No,Yes,Yes,CCPL000081,1,0,0,0,0,0,0
"[10, 10, 18]",-0.222222222,1,1,1,1,1,1,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,i feel difficult,50,50,50,50,50,50,No,No,Yes,No,Yes,Yes,CCPL000081,1,0,0,0,0,0,0
"[13, 14, 18]",0.3125,1,1,1,0,1,1,easy,easy,easy,easy,easy,easy,68,63,68,50,67,74,Yes,No,Yes,No,No,Yes,CCPL00008b,1,0,0,0,1,0,0
"[13, 14, 18]",1,1,0,1,0,0,1,This monkey has the same patch of missing hair on the top of her head as Harriet does,Harriet is not present as there are no monkeys with the same hair patterns,This looks like Harriet to me and appears to have the same fur patterns on the head or lack of fur,I can't see enough of the monkey to make an accurate judgement,It is hard to tell if it is Harriet since the angle is not the same as the first group of videos,I think Harriet is the one who comes walking up next to the one who sits down as the one who is sitting does not have the same missing fur on it's head.,1,9,1,100,69,32,Yes,No,Yes,No,No,Yes,CCPL00008b,1,0,0,0,1,0,0
"[13, 14, 18]",0.3125,1,1,1,0,1,1,the harriet  is clearly identyfiy in the vedio,The harriet is clearly indentify in the vedio,The harriet is clearly identyfiy in the vedio,The harriet is not clear,The harriet is clear,The harriet is clear,82,88,84,85,79,92,Yes,No,Yes,No,No,Yes,CCPL00008b,1,0,0,0,1,0,0
"[10, 10, 12]",0.388888889,1,1,1,0,0,0,i feel easy because i saw the vega,i feel easy because i saw the vega,i feel easy because i saw the vega,i feel difficult i can't see the vega,i feel difficult i can't see the vega,i feel difficult i can't see the vega,31,24,50,65,66,67,Yes,No,Yes,No,Yes,No,CCPL000098,1,0,0,0,0,0,0
"[10, 10, 12]",1,1,0,1,0,1,0,look like the vega example.,look like not vega example,easy because it looks like the vega example,does not look like the example,look like the example,looks like not vega example,1,1,1,25,1,15,Yes,No,Yes,No,Yes,No,CCPL000098,1,0,0,0,0,0,0
"[15, 16, 18]",0.685714286,0,0,1,0,0,1,I felt easy because it is like a example video,It is difficult to say by seeing the video,I felt easy because it is look like an example video,it is slightly look like an example video,it is really hard to say because the video is doesn't clear,It is really easy because it is an example video,50,88,12,38,82,8,No,No,Yes,No,Yes,Yes,CCPL0000ny,1,0,1,0,0,1,0
"[15, 16, 18]",1,0,0,1,0,1,1,Rai won't sit calm in any of those sample videos and the skin colour and body shape does not match with Rai so it's kind of easy for my to say No,This chimpanzee look so little compared to Rai and the skin colour does not match with Rai so it is little easy for me to say No,Rai always looks here and there most of the time based on that behaviour and same skin tone of Rai I can say yes to this but it's kind of confusing little,Rai does not have baby in the example videos in this chimpanzees has their child with them so it's not Rai,I can see the posture and walking style of this chimpanzee which is exactly same as the Rai so I am sure Rai is there in this clip,I think the second chimpanzee is Rai obviously I have little confusion with the first one and second one but the walk and body language shows that Rai is there in this clip also,19,7,57,13,9,55,No,No,Yes,No,Yes,Yes,CCPL0000ny,1,0,1,0,0,1,0
"[15, 16, 18]",0.685714286,0,0,1,1,1,1,I feel difficult because they look similar,I feel difficult because they look similar,I feel easy,I think this rai,They look rai,I feel easy,79,84,6,17,19,6,No,No,Yes,No,Yes,Yes,CCPL0000ny,1,0,1,0,0,1,0
"[9, 12, 18]",0.685714286,1,1,0,1,1,0,easy,easy,difficult,easy,easy,difficult,21,16,71,26,16,72,Yes,Yes,No,No,Yes,No,CCPL0000o7,1,0,0,2,0,0,2
"[9, 12, 18]",-0.222222222,1,0,1,0,0,1,view is correct.,view is lite so difficult.,view of vili is know the picture.,not view,not view,view the video,7,94,7,96,91,61,Yes,Yes,No,No,Yes,No,CCPL0000o7,1,0,0,2,0,0,2
"[9, 12, 18]",0.685714286,1,1,0,1,1,0,it is easy to find that it is Vili because of its naughty.,This video is same like the first block video in this survey.,Because the video quality is very poor I find it is very difficult.,It is easy to find Vili because of Vili's attitude.,I find easy because this video is same like the first block video in this survey,Through the video i could not see the face of Vili so it is hard to say whether it is Vili or other chimpanzee.,28,28,65,32,20,78,Yes,Yes,No,No,Yes,No,CCPL0000o7,1,0,0,2,0,0,2
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,69,71,70,64,76,76,Yes,Yes,No,No,Yes,No,CCPL0000qx,1,0,0,0,0,0,0
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,EASY,EASY,DIFFICULTY,EASY,DIFFICULTY,EASY,81,36,86,13,81,17,Yes,Yes,No,No,Yes,No,CCPL0000qx,1,0,0,0,0,0,0
"[9, 9, 18]",-0.222222222,1,1,1,1,1,1,easy,very easy,I feel easy,I feel very easy,easy,easy,13,15,6,15,13,12,Yes,Yes,No,No,Yes,No,CCPL0000qx,1,0,0,0,0,0,0
"[7, 7, 18]",-0.222222222,1,1,1,1,1,1,NICE,NICE,NICE,NICE,NICE,NICE,1,1,4,1,1,5,Yes,No,No,Yes,No,Yes,CCPL0000sk,1,0,0,0,0,0,0
"[7, 7, 18]",-0.222222222,1,1,1,0,0,0,i feel easy because i can see the zeke,i feel easy because i can see the zeke,i feel easy because i can see the zeke,i feel difficult because i can't see the zeke,i feel difficult because i can't see the zeke,i feel difficult because i can't see the zeke,32,14,18,68,80,84,Yes,No,No,Yes,No,Yes,CCPL0000sk,1,0,0,0,0,0,0
"[7, 7, 18]",-0.222222222,1,1,1,0,0,0,I feel easy because i saw zeke,I feel easy because i saw zeke,I feel easy because i saw zeke,i feel difficult because i can't see zeke,i feel difficult because i can't see zeke,i feel difficult because i can't see zeke,21,11,13,71,83,92,Yes,No,No,Yes,No,Yes,CCPL0000sk,1,0,0,0,0,0,0
"[5, 5, 12]",0.3125,1,1,1,1,0,1,The video just passed away,The kitoko step down the lane,The kitoko sitting on wood,The kitoko just passing away,The kitoko climbing on tree,the kitoko sitting to relaxing,74,35,37,39,72,37,Yes,Yes,No,Yes,No,No,CCPL0000sy,1,0,0,0,0,0,0
"[5, 5, 12]",-0.375,1,0,1,1,1,1,easy,easy,easy,difficult,difficult,easy,80,30,50,65,68,50,Yes,Yes,No,Yes,No,No,CCPL0000sy,1,0,0,0,0,0,0
"[6, 6, 18]",0.057142857,1,1,1,0,0,0,i feel easy because i saw the Ndidi,i feel easy because i saw the Ndidi,i feel easy because i saw the Ndidi,i fee difficult because i can't see the Ndidi,i fee difficult because i can't see the Ndidi,i fee difficult because i can't see the Ndidi,50,38,50,66,62,50,No,No,Yes,No,Yes,No,CCPL0000t0,1,0,0,0,0,0,0
"[6, 6, 18]",-0.375,1,1,1,1,1,1,YES,YES,YES,YES,YES,YES,5,4,6,30,39,34,No,No,Yes,No,Yes,No,CCPL0000t0,1,0,0,0,0,0,0
"[6, 6, 18]",-0.375,1,1,1,1,1,1,the task was very easy,very nice,difficult,very nice,very easy,very easy,14,6,28,9,11,9,No,No,Yes,No,Yes,No,CCPL0000t0,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,I feel difficult,i feel easy,feel easy,i feel easy,i feel easy,I feel easy,78,12,3,12,9,16,Yes,Yes,No,No,Yes,No,CCPL0000t6,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,0,1,1,1,0,0,i feel difficult,i feel easy,i feel easy,i feel easy,i feel difficult,i feel difficult,67,33,27,31,78,68,Yes,Yes,No,No,Yes,No,CCPL0000t6,1,0,0,0,0,0,0
"[8, 8, 18]",-0.222222222,1,1,1,1,1,1,it is easy,easy,easy,easy,difficult,easy,14,10,22,21,65,21,Yes,Yes,No,No,Yes,No,CCPL0000t6,1,0,0,0,0,0,0
"[8, 8, 18]",0.388888889,1,1,1,0,0,0,i feel easy because i see the lesley,i feel easy because i see the lesley,i feel easy because i see the lesley,i feel difficult because i can't see the Lesley,i feel difficult because i can't see the Lesley,i feel difficult because i can't see the Lesley,36,37,24,50,61,68,Yes,Yes,No,Yes,No,No,CCPL0000t8,1,0,0,0,0,0,0
"[8, 8, 18]",-0.375,0,1,1,1,1,1,good,nice,very well,good,good,easy,77,71,77,22,67,23,Yes,Yes,No,Yes,No,No,CCPL0000t8,1,0,0,0,0,0,0
"[8, 8, 18]",-0.375,1,0,1,1,1,1,easy,easy,easy,easy,easy,easy,1,1,1,1,1,1,Yes,Yes,No,Yes,No,No,CCPL0000t8,1,0,0,0,0,0,0
"[6, 8, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,71,72,69,82,81,76,Yes,No,No,Yes,Yes,No,CCPL0000ta,1,0,0,1,1,0,1
"[6, 8, 18]",-0.375,0,1,0,0,0,0,snoop doesn't have a bald spot on his forehead,The walk of the first one is similar to his,The lighting is poor in the video,The larger one looks like it could possibly be him,None of them walked like he does,The view is obstructed,18,65,98,62,7,99,Yes,No,No,Yes,Yes,No,CCPL0000ta,1,0,0,1,1,0,1
"[6, 8, 18]",-0.222222222,1,1,1,1,1,1,easy,Difficult,Difficult,easy,easy,Difficult,100,43,50,90,73,50,Yes,No,No,Yes,Yes,No,CCPL0000ta,1,0,0,1,1,0,1
"[10, 10, 18]",0.388888889,1,1,0,1,0,1,easy,easy,difficult,easy,diffiuclt,easy,1,1,100,1,100,1,Yes,No,No,No,No,Yes,CCPL0000td,1,0,0,0,0,0,0
"[10, 10, 18]",-0.375,1,1,1,1,1,1,I feel easy because it is visible clearly.,I feel easy because it is clearly visible.,I feel easy because it is clearly visible.,I feel easy because it is clearly visible.,I feel easy because it is clearly visible.,I feel easy because it is clearly visible.,8,6,5,11,6,16,Yes,No,No,No,No,Yes,CCPL0000td,1,0,0,0,0,0,0
"[10, 10, 18]",0.388888889,1,1,0,1,0,1,easy,easy,easy,easy,difficult,easy,1,1,1,1,100,1,Yes,No,No,No,No,Yes,CCPL0000td,1,0,0,0,0,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,68,67,71,64,68,83,No,No,Yes,Yes,Yes,No,CCPL0000u9,1,0,0,0,0,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,I feel  easy,I feel easy,I feel easy,I feel easy,I feel easy,I feel easy,2,2,2,3,3,3,No,No,Yes,Yes,Yes,No,CCPL0000u9,1,0,0,0,0,0,0
"[13, 14, 18]",0.685714286,1,0,0,0,0,1,i feel easy,i feel hard to say,i feel difficult,i feel difficult,i feel difficult,i feel easy,12,26,89,65,82,18,Yes,No,No,Yes,No,Yes,CCPL0000va,1,0,1,0,0,0,0
"[13, 14, 18]",-0.222222222,1,1,1,1,1,1,nice,good,nice,nice,good,nice,50,33,69,50,50,72,Yes,No,No,Yes,No,Yes,CCPL0000va,1,0,1,0,0,0,0
"[13, 14, 18]",1,1,0,0,1,0,1,i feel easy,some difficult,some difficult,i feel easy,i feel difficult,i feel some difficult,49,69,67,50,61,74,Yes,No,No,Yes,No,Yes,CCPL0000va,1,0,1,0,0,0,0
"[11, 11, 18]",0.685714286,0,1,1,0,1,1,easy,easy,easy,easy,easy,easy,69,34,50,61,55,50,No,Yes,No,No,Yes,Yes,CCPL0000vb,1,0,1,0,0,0,0
"[11, 11, 18]",0.057142857,0,0,1,0,1,0,These monkey's do not match the physical features of Jaman,Jaman may be present they all look too similar to say for sure,One of the monkeys walks similarly to Jaman,None of these monkeys look like Jaman,One of the monkeys has a similar build to Jaman,None of the monkeys had a similar stature to Jaman,62,59,42,22,26,66,No,Yes,No,No,Yes,Yes,CCPL0000vb,1,0,1,0,0,0,0
"[11, 11, 18]",-0.222222222,1,1,1,1,1,1,I feel easy,I feel easy,I feel easy,I feel easy,I feel easy,I feel easy,5,1,3,2,2,50,No,Yes,No,No,Yes,Yes,CCPL0000vb,1,0,1,0,0,0,0
"[11, 11, 18]",0.3125,1,1,1,0,1,1,i feel difficult,i feel easy,i feel easy,i feel difficult,i feel easy,i feel easy,75,25,29,62,30,32,No,Yes,Yes,No,Yes,No,CCPL0000vw,1,0,0,0,0,0,0
"[11, 11, 18]",0.3125,1,1,1,0,1,1,i feel difficult,i feel easy,i feel easy,i feel difficult,i feel easy,i feel easy,65,29,33,65,30,29,No,Yes,Yes,No,Yes,No,CCPL0000vw,1,0,0,0,0,0,0
"[11, 11, 18]",-0.222222222,1,1,1,1,1,1,Imani presented in this video,Imani is clearly in this video,Imani clearly shown in the video,Imani not shown in this video. it is very difficult,Imani clearly shown in the video,Imani shown in this video,50,40,27,87,19,50,No,Yes,Yes,No,Yes,No,CCPL0000vw,1,0,0,0,0,0,0
"[13, 14, 18]",0.685714286,1,0,1,0,1,1,easy,easy,difficult,difficult,easy,easy,84,92,84,100,95,40,Yes,No,Yes,No,Yes,No,CCPL0000vy,1,1,0,0,1,0,0
"[13, 14, 18]",0.685714286,0,0,1,0,1,0,The brightness makes it difficult.,Was easy because Lulu does not travel in a pack.,"I believe it is them as they travel as a pair, but was hard to see the other chimp.",Brightness makes it to difficult and the brief moment you see a chimp here you can't see there full body.,Going to say yes here although I don't see the other chimp.,This is neither chimp.,100,13,46,100,38,1,Yes,No,Yes,No,Yes,No,CCPL0000vy,1,1,0,0,1,0,0
"[13, 14, 18]",0.388888889,1,1,1,0,0,0,I FEEL EASY BECAUSE I SAW THE  LULU-OLGA,I FEEL EASY BECAUSE I SAW THE LULU-OLGA,I FEEL EASY BECAUSE I SAW THE LULU-OLGA,I FEEL DIFFICULT BECAUSE I CAN'T SAW THE LULU-OLGA,I FEEL DIFFICULT BECAUSE I CAN'T SAW THE LULU-OLGA,I FEEL DIFFICULT BECAUSE I CAN'T SAW THE LULU-OLGA,21,43,46,73,61,73,Yes,No,Yes,No,Yes,No,CCPL0000vy,1,1,0,0,1,0,0
"[6, 6, 12]",0.057142857,1,0,1,0,0,0,i feel easy,i feel difficult,i feel easy,i feel difficult,i feel some difficult,i feel difficult,29,74,29,72,50,85,Yes,No,No,Yes,Yes,No,CCPL0000wt,1,0,0,0,1,0,0
"[6, 6, 12]",-0.222222222,1,1,1,1,1,1,This task was very easy.,Good,Nice,Verry good task,Nice,Good,71,79,72,88,80,84,Yes,No,No,Yes,Yes,No,CCPL0000wt,1,0,0,0,1,0,0
"[10, 11, 18]",0.685714286,1,1,0,1,1,0,animal were shown clearly,i feel slightly difficult beacuse the animals were not moving to another place.,animal moving,i feel very easy because It was similar to example video,i feel easy because it was similar to example,because it was similar to not mutton video,12,43,21,30,18,50,No,Yes,No,Yes,Yes,No,CCPL0000x0,1,0,1,0,0,0,1
"[10, 11, 18]",0.057142857,1,0,1,1,1,0,I felt little bit easy,it is really hard to say it doesn't clear,I felt is easy it is look like an example video,It is look like an example video of mutton,I felt is easy because it is like mutton's example video,I felt difficult,50,72,33,50,50,80,No,Yes,No,Yes,Yes,No,CCPL0000x0,1,0,1,0,0,0,1
"[10, 11, 18]",-0.222222222,1,1,1,1,1,1,easy,easy,easy,easy,easy,easy,24,25,21,16,19,21,No,Yes,No,Yes,Yes,No,CCPL0000x0,1,0,1,0,0,0,1
"[8, 10, 18]",-0.375,1,0,1,1,1,1,easy,difficult,difficult,difficult,easy,difficult,75,77,69,75,54,82,No,Yes,No,Yes,Yes,No,CCPL0000xu,1,0,0,1,1,0,1
"[8, 10, 18]",-0.222222222,1,1,1,1,1,1,yes,yes,yes,yes,yes,yes,71,68,73,66,69,67,No,Yes,No,Yes,Yes,No,CCPL0000xu,1,0,0,1,1,0,1
"[8, 10, 18]",0.685714286,0,1,0,0,1,0,This monkey seemed to walk quicker and with more youth than the first videos,This monkey walks with the same gait and seems of a similar age,I can't see any defining features because I can't see enough of the monkey to make a judgement,"This could be Talib, he maybe walks a bit differently though",The facial features appear to match talib,I can't see any walking or facial features to tell if it is Talib,74,28,45,84,34,100,No,Yes,No,Yes,Yes,No,CCPL0000xu,1,0,0,1,1,0,1
"[5, 6, 12]",0.057142857,1,0,0,1,0,0,I think it's easy because she not very big and calm.,She's bigger.,She's bigger.,She's small and calm.,She's bigger.,Very difficult to see.,8,9,34,13,8,91,Yes,No,Yes,No,Yes,No,CCPL0000y4,1,0,0,0,0,0,1
